layer_idx,layer_magnitude,token_rank,token,steering_score,antipodal_score,score_ratio,normalized_score
-6,0.31622759,26,ылыҡтар,1.0297984,0.0,102979840.0,3.2565103
-6,0.31622759,27,-information,1.0278158,0.0,102781580.0,3.2502408
-6,0.31622759,28,consisting,1.0272852,0.0,102728520.0,3.248563
-6,0.31622759,29,​ជ,1.022865,0.0,102286504.0,3.2345853
-6,0.31622759,30,here's,1.0224596,0.0,102245960.0,3.233303
-6,0.31622759,31,{text,1.0162715,0.0,101627144.0,3.2137344
-6,0.31622759,32,addressing,1.0161083,0.0,101610830.0,3.2132185
-6,0.31622759,33,providing,1.0150795,0.0,101507950.0,3.209965
-6,0.31622759,34,itts,1.0146159,0.0,101461590.0,3.208499
-6,0.31622759,35,stood,1.0143855,0.5938701033592224,1.7080932,3.2077703
-6,0.31622759,36,കമ്പന,1.0109043,0.0,101090430.0,3.1967618
-6,0.31622759,37,#do,1.0074227,0.0,100742270.0,3.1857522
-6,0.31622759,38,இர,1.0065932,0.0,100659320.0,3.183129
-6,0.31622759,39,ಸುದ್ದ,1.0061904,0.0,100619040.0,3.1818552
-6,0.31622759,40,بودن,1.0052866,0.0,100528660.0,3.178997
-6,0.31622759,41,featuring,1.0030522,0.0,100305224.0,3.1719315
-6,0.31622759,42,Seems,1.0021074,0.0,100210740.0,3.1689436
-6,0.31622759,43,ां,0.99980026,0.0,99980024.0,3.1616478
-6,0.31622759,44,ауаа,0.99501264,0.0,99501260.0,3.146508
-6,0.31622759,45,.perform,0.9907495,0.0,99074950.0,3.1330268
-6,0.31622759,46,Provide,0.98923707,0.0,98923704.0,3.1282442
-6,0.31622759,47,Provide,0.98923707,0.0,98923704.0,3.1282442
-6,0.31622759,48,Fighting,0.98765045,0.0,98765050.0,3.1232266
-6,0.31622759,49,ਸ,0.98698825,0.5613735914230347,1.7581666,3.1211326
-6,0.31622759,50,",text",0.9860641,0.0,98606410.0,3.11821
-7,0.31622833,1,))+,1.7361,0.0,173610000.0,5.4900203
-7,0.31622833,2,Probably,1.7074283,0.0,170742830.0,5.399353
-7,0.31622833,3,))[,1.684081,0.0,168408100.0,5.325522
-7,0.31622833,4,"'),'",1.6721405,0.0,167214050.0,5.287763
-7,0.31622833,5,Upcoming,1.6616775,0.0,166167740.0,5.2546763
-7,0.31622833,6,MANY,1.6515341,0.0,165153400.0,5.2226
-7,0.31622833,7,Nok,1.6462277,0.0,164622770.0,5.20582
-7,0.31622833,8,))-,1.6337799,0.0,163377980.0,5.166456
-7,0.31622833,9,Probably,1.610527,0.0,161052700.0,5.0929246
-7,0.31622833,10,"])),",1.5955985,0.0,159559840.0,5.0457163
-7,0.31622833,11,)).,1.59077,0.9226223826408386,1.7241832,5.0304475
-7,0.31622833,12,"),
//",1.5820624,0.6499542593955994,2.4341135,5.0029116
-7,0.31622833,13,Produkt,1.5765802,1.0471773147583008,1.5055523,4.985575
-7,0.31622833,14,angebot,1.5735974,0.7653007507324219,2.0561817,4.9761434
-7,0.31622833,15,pesado,1.5549613,0.0,155496130.0,4.9172106
-7,0.31622833,16,infographic,1.5529549,0.0,155295490.0,4.910866
-7,0.31622833,17,имущество,1.5520172,0.0,155201730.0,4.907901
-7,0.31622833,18,"+
//",1.5493209,0.0,154932100.0,4.899374
-7,0.31622833,19,(fake,1.5469382,0.0,154693820.0,4.8918395
